name,price,bookmark,happy,sad,food_type,location,Num_review,highlight,num_branch,num_seat,pay_list,other_facility,path,taste,decor,service,hygiene,value,overall
Lady M,$51-100,23525,416,17,Western,Tsim Sha Tsui,689,0,,,,,,,,,,,
8Pots HK (Kimberley Road) 8鍋臭臭鍋 (金巴利道),$101-200,34714,550,17,Taiwan,Tsim Sha Tsui,764,0,3,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,Apple Pay,Google Pay,WeChat Pay,OpenRice Pay","May Bring Your Own Wine,Cake-cutting,Phone Reservation,Delivery,10% Service Charge,Spot payment","8-min walk from Exit D, Jordan MTR Station",4,3,3,3,3,16
光榮冰室 (厚福街),Below $50,10518,247,15,Hong Kong Style,Tsim Sha Tsui,381,0,7,0,Cash,0,"4-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,3,3,3,4,17
D?o Ch?ng Taiwanese Restaurant (K11) 稻埕飯店 (K11),$51-100,17925,183,9,Taiwan,Tsim Sha Tsui,279,0,2,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points","5-min walk from Exit N4, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
CHAAT,$401-800,18724,108,5,Indian,Tsim Sha Tsui,140,0,1,92,Cash,"Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Phone Reservation,Delivery,10% Service Charge,Outdoor Seating","5-min walk from Exit J, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Kok Kok Chickhen (Ashley Road) 咯咯雞韓食店 (亞士厘道),$51-100,6489,155,14,Korean,Tsim Sha Tsui,210,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,Apple Pay,Google Pay,OpenRice Pay","10% Service Charge,Spot payment","3-min walk from Exit L5, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,3,4,3,18
Ramen House Konjiki Hototogisu (H Zentre) 金色不如? (H Zentre),$101-200,5855,159,8,Japanese,Tsim Sha Tsui,206,0,4,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,WeChat Pay,OpenRice Pay",Spot payment,"1-min walk from Exit K, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
LIFETASTIC Patisserie (The ONE),$101-200,10355,301,19,Western,Tsim Sha Tsui,461,0,,,,,,,,,,,
U-Banquet The Starview (The ONE) 星海．譽宴 (The ONE),$201-400,9510,198,7,Guangdong,Tsim Sha Tsui,233,0,,,,,,,,,,,
Gelato-go,Below $50,5644,185,4,Italian,Tsim Sha Tsui,254,0,1,20,"AlipayHK,Alipay,Cash","Online Reservation,Wi-Fi,Reward Dining Points,Spot payment","3-min walk from Exit D, Jordan MTR Station",4,4,4,4,3,19
Kaiy? 海陽。居酒屋,$201-400,29607,172,45,Japanese,Tsim Sha Tsui,291,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,VIP Room,Parking,Phone Reservation,Spot payment","2-min walk from Exit J, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,4,3,4,3,17
Seikuu 晴空日本料理,$201-400,10524,290,2,Japanese,Tsim Sha Tsui,320,0,1,35,"Visa,Master,AlipayHK,Alipay,Cash,JCB,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Spot payment","6-min walk from Exit B1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Quan Alley HK 寬巷子,$401-800,22519,270,19,Taiwan,Tsim Sha Tsui,387,0,,,,,,,,,,,
181 FORTNUM & MASON,Above $801,19079,127,15,British,Tsim Sha Tsui,192,0,1,0,"Visa,Master,AlipayHK,Cash,AE,UnionPay,Apple Pay,WeChat Pay","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge,Sea View","2-min walk from Exit J, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Golden Phoenix Restaurant (Hillwood Road) 金鳳大餐廳 (山林道),$101-200,6075,263,82,Hong Kong Style,Tsim Sha Tsui,492,0,7,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"3-min walk from Exit D, Jordan MTR Station",3,3,3,3,3,15
Avenue75,$101-200,2857,148,1,International,Tsim Sha Tsui,159,0,1,50,"Visa,Master,Cash,Octopus,AE,UnionPay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Reward Dining Points,10% Service Charge,Outdoor Seating","Exit D1, Hung Hom  MTR Station; Exit P2,East Tsim Sha Tsui Station",4,4,4,4,4,20
Uptop Bistro and Bar,$201-400,32273,287,11,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsim Sha Tsui,384,0,,,,,,,,,,,
Lemna of the alchemist 牧羊少年與他的浮萍,$201-400,10495,195,1,Western,Tsim Sha Tsui,234,0,9,0,"Visa,Master,Cash,AE,UnionPay,Apple Pay,Google Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting","6-min walk from Exit L6, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
sensory ZERO (海港城),$101-200,15806,135,9,Japanese,Tsim Sha Tsui,218,0,,,,,,,,,,,
Season Plus,$101-200,21115,483,25,Western,Tsim Sha Tsui,578,0,1,100,"Visa,Master,Cash,AE,UnionPay","Online Reservation,Alcoholic Drinks,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge,Outdoor Seating","7-min walk from Exit D, Jordan MTR Station",4,4,3,3,4,18
Park caf?,$201-400,29192,245,58,Western,Tsim Sha Tsui,452,0,,,,,,,,,,,
Wooloomooloo Prime,$401-800,42512,193,33,Australian,Tsim Sha Tsui,350,0,1,0,"Visa,Master,Cash,AE","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Parking,Phone Reservation,10% Service Charge,Outdoor Seating","Exit B1/ N5, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,4,3,4,3,17
Hugo's 希戈餐廳,Above $801,27745,194,10,French,Tsim Sha Tsui,257,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,OpenRice Pay","Online Reservation,May Bring Your Own Wine,Reward Dining Points,Spot payment","1-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Awesomeism CAVE,$101-200,7989,181,2,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsim Sha Tsui,205,0,1,68,"Visa,Master,AlipayHK,Alipay,Cash,OpenRice Pay","Online Reservation,Cake-cutting,Phone Reservation,Reward Dining Points,Spot payment","1-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Sushi Rin 鮨燐,Above $801,8230,164,5,Japanese,Tsim Sha Tsui,179,0,2,0,"Visa,Master,Cash,AE,UnionPay","Phone Reservation,10% Service Charge","1-min walk from Exit K, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Sushi Dokoro Matsudo (The Toy House) 鮨處松戶 (彩星集團大廈),$201-400,14075,294,16,Japanese,Tsim Sha Tsui,359,0,1,100,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Diners","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","6-min walk from Exit A1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
ANA TEN 天穴,$401-800,23253,139,13,Japanese,Tsim Sha Tsui,254,0,,,,,,,,,,,
Dang Wen Li by Dominique Ansel 當文歷餅店 by Dominique Ansel,$51-100,13390,169,22,International,Tsim Sha Tsui,346,0,,,,,,,,,,,
Scarlett Cafe & Wine Bar,$201-400,37391,218,20,French,Tsim Sha Tsui,337,0,1,86,"Visa,Master,Cash,AE,UnionPay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Phone Reservation,10% Service Charge","8-min walk from Exit D, Jordan MTR Station",4,4,4,4,3,19
The Greenery 雅苑座,$401-800,63423,596,91,International,Tsim Sha Tsui,953,0,1,240,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,WeChat Pay,Diners","Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Phone Reservation,10% Service Charge","Exit P2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,4,4,4,3,18
Sichuan House (iSQUARE) 霸王川莊 (國際廣場),$201-400,7121,147,0,Sichuan,Tsim Sha Tsui,156,0,,,,,,,,,,,
Five Samurai 五武士,$401-800,7641,122,7,Japanese,Tsim Sha Tsui,143,0,,,,,,,,,,,
Attic Handmade Pasta,$201-400,19857,136,13,Western,Tsim Sha Tsui,176,0,1,40,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Reward Dining Points,Delivery,10% Service Charge,Exclusive Online Booking,Spot payment","4-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Harbourside Grill,$201-400,22064,115,12,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsim Sha Tsui,171,0,,,,,,,,,,,
Guts Soul 燒魂,$201-400,30454,562,125,Japanese,Tsim Sha Tsui,888,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,WeChat Pay","Online Reservation,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","3-min walk from Exit P3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,3,3,3,3,15
Royal INN,$201-400,18293,297,13,International,Tsim Sha Tsui,346,0,3,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB,Apple Pay,Google Pay","Online Reservation,Alcoholic Drinks,Phone Reservation,10% Service Charge,Outdoor Seating","2-min walk from Exit B1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
?PURE,Above $801,25648,195,14,French,Tsim Sha Tsui,281,0,,,,,,,,,,,
Above & Beyond 天外天,$401-800,27325,189,14,Guangdong,Tsim Sha Tsui,321,0,,,,,,,,,,,
Hakkaisan Japanese Restaurant 八海山,$201-400,8116,174,11,Japanese,Tsim Sha Tsui,217,0,1,100,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB","Online Reservation,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,Spot payment","3-min walk from Exit P3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Seoul Night Korean Restaurant 夜首爾,$201-400,9923,140,7,Korean,Tsim Sha Tsui,178,0,1,0,"Visa,Master,Alipay,Cash,UnionPay,Apple Pay,WeChat Pay","Alcoholic Drinks,Delivery,10% Service Charge","3-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Heisei 平成,$101-200,5603,249,7,Japanese,Tsim Sha Tsui,276,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,WeChat Pay",0,"2-min walk from Exit N3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
KIDO 木戶,$201-400,20457,142,7,Japanese,Tsim Sha Tsui,182,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay","Online Reservation,Reward Dining Points,Spot payment","2-min walk from Exit N3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
KUNO 花晨月夕,Above $801,21414,107,7,Japanese,Tsim Sha Tsui,160,0,1,22,"Visa,Master,AlipayHK,Cash,AE,WeChat Pay","Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,10% Service Charge","2-min walk from Exit N3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Base Bar & Restaurant 基地,$101-200,19020,115,5,Western,Tsim Sha Tsui,150,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Apple Pay,WeChat Pay","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge","4-min walk from Exit D, Jordan MTR Station",4,4,4,4,3,19
Chatpoint (Carnarvon Road) 臺坊 (加拿分道),$51-100,6474,142,2,Taiwan,Tsim Sha Tsui,192,0,,,,,,,,,,,
Childhood Japanese Restaurant 稚,$51-100,16099,522,16,Japanese,Yuen Long,599,Best Yuen Long and Tuen Mun,1,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"4-min walk from Exit B2, Long Ping MTR Station",4,4,4,4,4,20
Chef's Stage Kitchen (西菁街),$201-400,25168,530,8,Western,Yuen Long,628,Best Yuen Long and Tuen Mun,,,,,,,,,,,
野川拉麵?深燒食堂,$51-100,9395,514,14,Japanese,Yuen Long,584,0,1,0,"AlipayHK,Alipay,Cash,Octopus",Spot payment,"10-min walk from Exit B, Yuen Long MTR Station",4,4,4,4,4,20
羅東肉?番,$51-100,22278,649,26,Taiwan,Yuen Long,858,0,1,20,Cash,Parking,"9-min walk from Exit A, Yuen Long MTR Station",4,3,3,3,4,17
Big Boil's Club 大滾友火鍋,$201-400,15259,464,13,Hong Kong Style,Yuen Long,519,0,3,50,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,OpenRice Pay","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","11-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,4,20
Wooderful 木玥巷,$101-200,8587,310,2,Taiwan,Yuen Long,357,0,2,0,"Visa,Master,Cash","Online Reservation,Reward Dining Points","1-min walk from Exit B1, Long Ping MTR Station",4,4,4,4,4,20
Sushi Shari 舍利鮨,$401-800,9680,340,10,Japanese,Yuen Long,370,0,1,17,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,Delivery,10% Service Charge","4-min walk from Exit E, Long Ping MTR Station",4,4,4,4,4,20
爆辣冷麵,Below $50,4980,287,6,Hong Kong Style,Yuen Long,321,0,1,0,"AlipayHK,Alipay,Cash","Wi-Fi,10% Service Charge,Spot payment","9-min walk from Exit A, Yuen Long MTR Station",4,3,4,4,4,19
B+BC cafe (Yuen Long Plaza) 桂花小幸 (元朗廣場),$51-100,5002,296,5,Taiwan,Yuen Long,354,0,,,,,,,,,,,
Mini Bangkok Thai Food (Kau Yuk Road) 小曼谷泰國美食 (教育路),$101-200,5624,348,7,Thai,Yuen Long,398,0,3,0,"AlipayHK,Alipay,Cash","Online Reservation,Reward Dining Points,Spot payment","13-min walk from Exit E, Long Ping MTR Station",4,4,4,4,4,20
Ichi Grill Shabu Shabu 逸之燒,$201-400,15146,406,12,Japanese,Yuen Long,451,Best Yuen Long and Tuen Mun,1,46,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","10-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,4,20
Couple's Kitchen,$101-200,5418,255,8,Western,Yuen Long,279,0,,,,,,,,,,,
Sole Coffee,$51-100,5114,185,0,International,Yuen Long,202,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,WeChat Pay,OpenRice Pay","Online Reservation,Reward Dining Points,Spot payment","6-min walk from Exit A, Yuen Long MTR Station",4,4,4,4,4,20
Muse Furniture Lab,$101-200,19705,174,4,Western,Yuen Long,226,0,,,,,,,,,,,
公車泰國餐廳,$101-200,3794,217,7,Thai,Yuen Long,245,0,,,,,,,,,,,
Wing Shun Food Shop 永順食店,Below $50,25773,222,5,Hong Kong Style,Yuen Long,363,0,1,30,Cash,"Alcoholic Drinks,Parking,TV Broadcast","Entrance at Tai Lee Street, 6-min walk from Exit F, Long Ping MTR Station",4,3,3,3,3,16
鹵家,$51-100,5963,220,2,Hong Kong Style,Yuen Long,245,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"13-min walk from Exit C, Long Ping MTR Station",4,4,4,4,4,20
8 char (Wang Yip South Street) 8號茶居 (宏業南街),$51-100,3241,162,2,Guangdong,Yuen Long,180,0,2,0,"AlipayHK,Alipay,Cash,Octopus","Online Reservation,Wi-Fi,May Bring Your Own Wine,Phone Reservation,Reward Dining Points,Spot payment","5-min walk from Exit F, Long Ping MTR Station",4,4,4,4,4,20
ASOK Thai Noodles (Sai Ching Street) 阿叔泰麵 (西菁街),$51-100,17940,252,16,Thai,Yuen Long,381,0,,,,,,,,,,,
Deluxe Daieiki Japanese Restaurant 極尚大瀛喜日本料理,$201-400,22052,349,9,Japanese,Yuen Long,464,0,4,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,Google Pay,OpenRice Pay","Wi-Fi,Alcoholic Drinks,10% Service Charge,Spot payment","4-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,4,20
CoHee Studio,$51-100,17460,169,4,Western,Yuen Long,248,0,,,,,,,,,,,
Spicy Drucken (Sky City) 醉辣鮮 (天空之城),$201-400,7930,161,4,Guangdong,Yuen Long,182,0,,,,,,,,,,,
Accro Coffee,Below $50,17267,132,2,Western,Yuen Long,167,0,1,0,"Cash,PayMe ","Cake-cutting,Phone Reservation,10% Service Charge","4-min walk from Exit B2, Long Ping MTR Station",4,4,4,4,3,19
NINETYs (形點),$101-200,4169,161,6,Western,Yuen Long,193,0,7,35,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Delivery,10% Service Charge,Spot payment,Vegetarian","10-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,4,20
Mint Thai House 薄荷葉泰國菜,$101-200,13157,737,56,Thai,Yuen Long,965,0,,,,,,,,,,,
Both Streetfood 倆口小吃,Below $50,16688,109,3,Taiwan,Yuen Long,139,0,1,0,Cash,0,"7-min walk from Exit A, Yuen Long MTR Station",4,3,3,4,3,17
千杯串居酒屋,$201-400,2183,163,2,Japanese,Yuen Long,177,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,OpenRice Pay","Online Reservation,Wi-Fi,Reward Dining Points,Delivery,10% Service Charge,Outdoor Seating,Exclusive Online Booking,Spot payment","5-min walk from Exit B2, Long Ping MTR Station",4,4,4,4,4,20
Proton,$101-200,8029,149,9,Western,Yuen Long,187,0,,,,,,,,,,,
牛大人台灣火鍋吃到飽 (形點二期),$101-200,6898,151,3,Taiwan,Yuen Long,166,0,8,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,JCB","Online Reservation,Wi-Fi,Alcoholic Drinks,Reward Dining Points,10% Service Charge,Spot payment","1-min walk from Exit F, Yuen Long MTR Station",4,4,4,4,4,20
Sakara ichi sushi 魚一壽司,$51-100,21641,299,22,Japanese,Yuen Long,414,0,1,32,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay","Alcoholic Drinks,Cake-cutting,Phone Reservation,10% Service Charge,Spot payment","13-min walk from Exit C, Long Ping MTR Station",4,3,3,3,4,17
Chilli Lime (形點),$101-200,8487,207,7,International,Yuen Long,238,0,2,0,"Visa,Master,Alipay,Cash,AE,UnionPay,Apple Pay","Online Reservation,Phone Reservation,10% Service Charge,Outdoor Seating","10-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,4,20
God Of Sushi ?司?神,Above $801,15278,485,18,Japanese,Yuen Long,546,0,,,,,,,,,,,
Chicago Bar And Restaurant (Ming Wan Court) 芝加哥串燒酒場 (明雲閣),$101-200,2625,174,0,Hong Kong Style,Yuen Long,178,0,,,,,,,,,,,
The Yell-Owl Seafood And Grill,$101-200,5477,137,1,Western,Yuen Long,152,0,2,50,"Visa,Master,Cash","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Outdoor Seating","6-min walk from Exit E, Long Ping MTR Station",4,4,4,4,4,20
九丁目日本料理,$101-200,5822,194,3,Japanese,Yuen Long,223,0,,,,,,,,,,,
一番日本料理,$51-100,3328,221,21,Japanese,Yuen Long,288,0,,,,,,,,,,,
Sha Sha 十十四川料理,$101-200,5926,138,17,Sichuan,Yuen Long,200,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Alcoholic Drinks,Phone Reservation,Reward Dining Points,Outdoor Seating,Exclusive Online Booking,Spot payment","5-min walk from Exit K, Yuen Long MTR Station",3,4,4,4,3,18
PUTIEN (YOHO MALL) 莆田 (形點),$101-200,4693,374,4,Fujian,Yuen Long,427,0,7,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay",Spot payment,"1-min walk from Exit K, Yuen Long MTR Station",4,4,4,4,4,20
Fast Gourmet (YOHO MALL I) 享慢煮意 (形點1期),$101-200,6248,116,10,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Yuen Long,160,0,2,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,JCB,WeChat Pay,OpenRice Pay","Online Reservation,Reward Dining Points,10% Service Charge,Spot payment","4-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,3,19
Fan Straight Lane 凡直友里,$101-200,12749,381,7,Japanese,Yuen Long,440,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Phone Reservation,Reward Dining Points,Delivery,Outdoor Seating,TV Broadcast,Live Sports Broadcast,Spot payment","9-min walk from Exit A, Yuen Long MTR Station",4,4,4,4,4,20
Power Pot 再來一煲,$201-400,3920,131,2,Hong Kong Style,Yuen Long,143,0,1,30,"Visa,Master,AlipayHK,Alipay,Cash,Octopus","Online Reservation,Phone Reservation,Reward Dining Points,TV Broadcast,Exclusive Online Booking,Spot payment","10-min walk from Exit A, Yuen Long MTR Station",4,4,4,4,4,20
熊本牛鍋 (世宙商場),$101-200,1895,144,6,Japanese,Yuen Long,169,0,2,0,Cash,Phone Reservation,"4-min walk from Exit E, Long Ping MTR Station",4,4,4,4,4,20
Captain Japanese & Korean Restaurant (Sai Yu Street) 校長燒肉日韓料理 (西裕街),$101-200,9399,309,8,Korean,Yuen Long,350,0,,,,,,,,,,,
九丁目燒肉料理,$201-400,3381,125,0,Japanese,Yuen Long,129,0,,,,,,,,,,,
Oi-Shi-Sushi 御品·千之味,$51-100,1115,103,1,Japanese,Yuen Long,108,0,,,,,,,,,,,
Woodsage,$101-200,11495,98,0,Thai,Yuen Long,132,0,1,0,"Cash,Octopus","Alcoholic Drinks,Phone Reservation,Delivery,10% Service Charge","5-min walk from Exit B2, Long Ping MTR Station",4,4,4,4,4,20
One & A Half,$101-200,6261,112,21,International,Yuen Long,181,0,1,40,"AlipayHK,Alipay,Cash","Online Reservation,Reward Dining Points,Outdoor Seating,Spot payment","10-min walk from Exit H, Yuen Long MTR Station",3,4,3,4,3,17
Boss Hot Pot 老闆火鍋冰室,$101-200,3163,169,2,Guangdong,Yuen Long,187,0,1,0,"AlipayHK,Alipay,Cash","Online Reservation,Reward Dining Points,Spot payment","10-min walk from Exit B1, Long Ping MTR Station",4,4,4,4,4,20
Next Station,$51-100,2738,96,0,Western,Yuen Long,114,0,1,18,"Cash,Payme ","Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,Delivery,10% Service Charge","1-min walk from Exit B1, Long Ping MTR Station",4,4,4,4,4,20
Old Fung Tea House (Tai Tong Road) 老馮茶居 (大棠路),$51-100,14937,144,10,Hong Kong Style,Yuen Long,249,0,,,,,,,,,,,
Sushi Hajime ?司源,Above $801,12522,158,2,Japanese,Yuen Long,183,0,1,0,"Visa,Master,Cash",May Bring Your Own Wine,"5-min walk from Exit B, Yuen Long MTR Station",4,4,4,4,4,20
Shang Thai Thai 尚泰太,$101-200,2138,113,0,Thai,Yuen Long,119,0,1,0,"Visa,Master,AlipayHK,Cash","Online Reservation,Phone Reservation","10-min walk from Exit B1, Long Ping MTR Station",4,4,4,4,4,20
Jjigae Korean Style Restaurant 牛知己,$101-200,9152,249,12,Korean,Yuen Long,301,0,1,150,"AlipayHK,Alipay,Cash","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","Exit E, Long Ping MTR Station",4,4,4,4,4,20
Glasshouse (形點一期),$101-200,15502,153,33,Western,Yuen Long,308,0,4,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,WeChat Pay","Online Reservation,Alcoholic Drinks,10% Service Charge,Spot payment","4-min walk from Exit H, Yuen Long MTR Station",3,4,3,4,3,17
Sushi Man 鮨文,Above $801,24810,521,13,Japanese,Yuen Long,581,0,2,18,"Visa,Master,Cash","Alcoholic Drinks,May Bring Your Own Wine,Parking,10% Service Charge","13-min walk from Exit E, Long Ping MTR Station",4,4,4,4,3,19
HERE DESSERT 原點,Below $50,5647,152,6,Western,Yuen Long,186,0,,,,,,,,,,,
8cm Coffee,$51-100,4307,111,3,Western,Yuen Long,149,0,1,0,"Cash,Octopus",0,"10-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,3,19
